Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
472,122,473,329,359,544,834,904,243,137
3,448,866,548,442,744,564,503,403,288
690,197,190,887,630,742,530,447,63,322
658,305,156,635,718,237,35,434,946,772
714,776,739,2,670,486,683,504,296,590
182,998,171,137,960,852,81,913,762,233
685,588,32,84,609,273,661,461,983,140
680,418,849,670,348,98,371,210,414,699
702,827,332,881,613,251,849,783,367,230
222,581,107,142,371,847,251,887,906,160
2,521,494,28,697,378,586,709,365,361
810,672,499,409,76,826,794,663,177,310
78,213,410,368,619,698,973,940,28,786
579,574,958,306,394,456,881,3,454,210
578,673,837,386,994,521,808,269,781,309
434,327,892,252,830,841,477,668,174,983
965,781,931,284,689,150,942,937,416,613
928,302,611,144,748,964,522,674,565,416
611,940,129,672,129,656,469,67,872,112
831,656,267,578,946,594,983,41,238,889
1000,962,282,919,530,395,592,171,695,787
176,455,620,122,836,140,102,549,544,563
846,231,170,528,56,528,764,352,355,123
136,441,692,853,630,634,566,949,818,905
35,117,827,274,36,238,111,525,185,614
514,132,137,515,518,486,937,764,44,920
66,283,172,5,467,678,92,591,887,594
224,987,216,758,941,559,140,894,183,53
821,113,189,812,909,762,693,871,461,435
268,354,526,451,374,940,397,444,837,629
107,156,789,17,123,175,567,533,282,662
651,62,984,89,479,125,288,983,92,43
154,554,580,998,501,270,387,463,757,832
3,906,216,127,955,970,993,823,342,800
667,864,368,322,187,507,353,550,953,149
603,950,288,234,852,867,382,348,736,362
141,331,513,771,308,937,337,665,805,12
516,194,851,297,564,400,634,942,614,771
702,438,894,219,942,195,636,950,803,259
713,293,41,142,684,481,85,462,340,157
394,183,327,21,534,935,298,183,164,181
410,868,256,484,754,359,634,493,588,470
127,214,564,712,820,147,945,346,597,701
567,536,347,181,272,670,337,739,738,239
16,360,560,299,351,808,974,650,558,697
840,824,919,284,993,204,143,570,320,7
137,582,691,536,666,301,213,51,480,209
624,954,537,637,493,357,839,456,690,488
955,823,959,145,793,532,217,462,190,274
668,623,529,371,231,397,710,586,663,980
745,114,853,638,926,194,654,440,659,381
992,296,120,138,528,196,889,822,233,112
831,863,238,327,529,855,638,896,595,999
887,113,909,606,240,479,114,965,837,710
879,640,241,269,264,946,919,576,243,166
230,142,661,687,620,925,990,582,670,29
908,801,642,861,483,330,399,640,53,967
140,757,855,360,454,887,726,122,891,328
364,230,331,333,412,473,514,95,297,694
607,41,779,355,817,654,711,891,188,361
451,609,823,307,541,214,327,430,493,234
196,678,441,355,528,892,901,101,752,220
799,82,464,221,938,729,313,718,86,345
819,442,687,217,137,732,556,825,368,543
162,870,794,64,585,361,623,936,169,939
664,786,493,615,578,100,42,87,573,516
747,968,298,367,538,253,190,336,135,518
774,221,692,271,601,872,629,237,441,609
225,286,504,135,189,104,371,96,282,834
44,597,958,603,580,940,617,611,103,482
182,927,457,734,306,696,491,976,988,459
905,580,103,116,413,971,905,281,746,85
448,478,833,773,130,272,166,28,769,479
833,205,237,358,62,841,138,66,721,946
873,4,108,211,551,419,502,686,51,771
163,386,883,28,205,370,360,312,650,395
652,70,53,595,585,494,992,39,440,453
417,929,239,17,636,912,757,736,426,500
565,474,868,880,188,149,821,814,996,120
165,888,29,175,287,327,331,958,372,809
733,699,104,347,295,708,453,664,271,85
927,11,829,349,805,148,873,480,859,261
386,990,149,178,397,391,170,699,209,927
388,442,486,231,316,109,931,764,262,812
152,489,738,277,945,938,157,68,897,546
802,513,736,444,779,550,842,77,93,459
264,982,561,213,599,860,657,577,22,444
272,638,264,343,696,423,229,902,664,491
469,164,342,236,432,51,72,805,856,121
686,370,712,186,216,194,492,161,273,520
725,984,871,160,274,739,331,536,458,980
598,523,976,762,384,877,279,926,941,562
617,487,9,115,965,757,478,623,370,965
851,803,689,679,847,587,959,769,122,4
700,525,782,978,277,649,574,329,229,66
345,943,55,982,953,391,511,490,258,354
812,363,290,288,763,888,35,480,411,993
573,222,345,241,721,586,607,270,974,542
1000,809,908,193,166,348,883,815,350,115
966,408,166,529,427,837,447,546,494,853
821,693,152,712,873,515,302,877,508,734
416,447,190,635,231,788,719,493,610,984
459,498,386,744,768,591,926,910,281,99
239,817,359,165,2,78,57,575,69,422
443,639,555,75,451,401,893,229,404,93
432,818,177,928,522,694,147,801,547,243
756,371,341,933,258,848,795,796,448,98
527,678,346,425,288,90,565,847,196,225
512,581,27,878,49,393,276,644,327,931
902,180,207,57,1,825,951,140,963,240
797,146,529,487,286,856,28,102,390,948
721,290,438,724,655,493,953,55,323,118
502,722,467,885,427,600,541,845,357,912
996,858,918,329,436,227,519,6,836,246
842,642,830,94,825,476,891,527,274,737
849,322,351,518,180,920,647,693,711,197
884,506,557,523,994,387,897,470,475,335
513,703,613,768,708,477,964,606,633,891
85,516,380,387,528,192,719,809,768,782
758,114,29,639,582,537,21,282,971,992
53,460,603,749,213,682,710,802,283,88
660,147,609,539,288,464,942,398,900,545
412,966,407,871,384,849,58,159,108,738
664,405,469,523,924,905,235,661,499,25
543,212,822,411,556,492,920,722,878,573
464,732,816,855,638,364,138,303,880,744
768,732,490,708,22,409,588,272,613,263
838,940,382,128,838,227,223,284,530,729
553,921,444,844,891,159,680,865,698,193
438,288,583,195,818,682,648,665,406,304
662,245,498,245,344,986,826,597,667,784
886,81,100,75,583,409,733,497,785,954
324,308,730,735,391,805,600,781,886,874
139,982,714,323,862,472,368,368,638,299
734,496,780,580,564,339,818,896,348,867
514,28,657,79,543,109,800,400,270,619
773,695,989,343,890,315,834,734,501,774
631,364,532,354,746,374,138,574,284,772
553,761,811,78,967,805,985,578,481,664
764,920,47,577,825,70,246,941,995,344
480,100,623,571,417,701,505,393,152,481
199,181,499,690,294,878,270,916,312,119
34,641,413,669,59,321,276,596,232,15
501,399,138,932,811,370,83,724,984,236
74,432,991,667,45,863,685,150,187,629
152,703,683,412,409,934,505,313,186,682
258,208,293,649,352,642,195,412,185,986
41,965,685,419,66,356,311,886,65,513
180,25,563,486,681,437,677,679,302,807
86,427,306,325,2,896,923,521,826,602
931,187,286,502,333,72,165,779,464,580
420,3,132,118,525,240,97,746,533,240
879,44,688,433,906,321,170,203,517,682
10,834,375,103,693,182,710,193,782,224
458,3,247,634,332,879,11,295,680,425
69,322,669,430,764,354,624,785,378,979
579,64,767,966,917,662,202,952,862,589
756,584,160,968,864,931,707,699,762,769
636,489,948,477,578,325,923,320,901,526
395,512,648,684,742,984,837,445,936,652
470,527,336,810,667,840,307,521,335,41
630,463,416,615,403,680,883,45,14,768
553,422,47,915,645,165,942,879,609,741
785,466,263,148,303,46,196,23,847,513
89,498,191,257,607,3,446,107,584,256
676,112,459,493,259,138,67,947,843,592
362,817,518,317,561,596,934,680,504,523
500,471,847,313,504,837,275,691,412,61
691,870,798,637,504,561,707,430,204,700
987,757,55,796,367,572,420,352,373,467
99,41,428,537,794,852,203,840,773,755
400,598,199,472,671,498,982,146,238,932
135,472,658,862,331,85,277,529,546,11
621,985,502,684,931,824,839,607,247,39
653,886,598,1,222,613,560,564,657,450
449,156,422,227,158,880,462,599,857,553
69,394,121,34,199,626,346,611,554,661
108,970,106,321,354,110,83,343,605,27
432,484,976,28,187,211,486,520,304,646
105,159,158,578,231,88,236,980,288,970
861,371,75,826,976,975,525,572,376,397
246,927,309,388,275,983,713,444,405,168
638,271,932,163,89,980,587,641,753,825
301,483,695,687,484,481,6,165,424,143
634,999,738,320,248,680,454,256,608,706
451,267,287,394,95,175,464,825,25,322
639,81,591,752,677,765,616,1,457,980
266,151,265,83,592,595,701,245,211,759
498,775,503,42,383,350,982,880,436,865
430,142,280,829,553,91,273,690,661,527
418,203,146,467,844,622,205,800,955,19
591,237,360,519,617,695,302,500,697,663
696,564,619,208,71,328,925,892,796,439
390,103,716,155,374,965,812,708,912,129
487,898,133,239,707,944,241,862,541,214
336,319,740,58,43,481,140,741,741,930
715,252,7,396,678,832,986,557,366,562
348,507,790,395,400,446,22,115,152,57
314,15,9,300,386,794,879,443,888,47
936,145,641,822,148,441,129,715,456,732
382,716,242,285,689,18,892,845,548,258
322,945,801,797,213,789,876,890,743,769
881,723,166,244,664,399,336,502,263,336
300,936,283,560,891,730,566,951,724,268
727,694,997,647,976,295,402,799,466,622
183,732,497,404,152,470,618,136,749,474
136,27,407,377,232,408,47,581,932,333
557,106,965,813,166,350,321,438,911,531
141,441,603,667,324,433,465,774,140,234
735,272,874,194,638,933,498,322,839,813
373,869,353,380,718,290,229,976,366,138
275,595,64,962,242,992,1,395,390,238
794,63,273,821,447,462,390,17,800,499
545,380,511,485,331,645,127,97,12,110
140,927,824,931,576,191,260,205,687,159
1,951,964,546,567,825,308,909,577,655
606,1000,847,855,115,578,770,798,446,725
157,91,981,649,55,450,9,713,894,767
882,290,290,643,873,375,784,587,748,940
508,33,297,933,228,799,19,216,727,272
18,602,975,414,172,103,759,424,339,829
480,265,146,994,374,564,675,564,487,167
370,783,566,957,867,987,253,274,85,83
743,469,893,844,802,297,168,820,870,754
382,711,623,919,752,910,178,229,197,521
883,401,951,910,875,536,98,878,451,124
578,263,36,350,493,117,334,771,700,379
43,847,784,360,776,161,692,647,945,51
924,519,304,728,929,953,907,136,923,574
895,53,576,928,698,162,537,343,387,540
814,209,697,690,504,544,50,292,33,304
751,440,462,388,920,712,955,767,495,31
242,451,738,100,752,898,954,394,509,484
296,814,665,695,482,204,831,562,573,262
211,58,962,61,38,108,144,225,372,892
930,916,730,139,104,462,510,604,534,962
140,910,251,435,960,780,978,651,744,754
379,187,955,824,878,832,225,497,518,895
629,53,330,461,442,208,254,16,469,53
198,657,764,237,117,668,225,622,679,570
373,690,462,707,334,886,39,622,429,238
630,573,895,283,929,545,388,252,785,391
283,122,529,341,175,285,615,874,615,653
177,598,446,120,70,547,298,221,74,419
576,832,218,271,578,123,440,811,789,816
317,503,770,171,673,1000,929,268,684,797
441,674,241,871,895,31,876,974,467,555
193,774,76,215,95,356,53,302,951,284
992,573,282,487,254,733,180,986,924,561
249,6,547,337,919,309,706,213,509,930
489,262,313,68,569,816,901,426,50,398
254,110,225,885,243,775,281,686,731,62
210,457,511,606,962,259,871,284,229,943
763,60,578,881,475,684,207,517,322,857
89,894,272,824,322,814,723,265,971,910
136,721,528,745,431,344,844,618,829,81
182,177,372,682,346,198,416,81,157,859
990,17,629,185,184,930,14,187,597,963
250,454,303,706,711,72,809,10,711,106
246,589,29,170,457,128,464,824,998,370
434,599,168,962,478,318,744,649,243,365
480,198,431,987,127,514,139,391,32,815
346,90,141,88,299,648,75,575,48,5
299,274,998,320,989,941,776,31,51,446
442,210,4,421,909,311,408,167,9,885
816,229,824,19,675,570,320,357,564,680
228,558,47,443,20,72,545,48,664,764
184,99,980,646,294,232,170,671,424,827
402,562,345,119,401,835,766,817,617,768
579,351,729,755,686,624,109,414,850,811
742,545,108,311,19,847,584,2,862,342
994,864,523,162,683,741,178,953,302,261
112,530,921,306,357,876,569,770,145,589
662,275,714,8,42,896,118,575,156,172
242,545,637,973,997,552,286,829,539,796
409,662,182,989,520,979,968,472,180,346
412,99,444,84,586,657,542,643,103,46
173,787,901,177,14,192,96,949,815,187
301,139,599,626,266,777,49,315,478,408
865,122,288,216,941,777,30,131,969,854
13,248,718,872,405,986,266,108,442,921
962,228,15,91,651,964,334,347,190,173
672,979,24,368,314,48,429,969,959,988
372,416,877,883,882,377,788,53,362,519
564,296,355,640,547,180,336,219,816,432
394,59,212,895,992,789,767,296,874,588
834,836,112,17,945,397,810,227,222,595
830,334,396,752,182,753,652,563,924,792
54,673,134,340,10,920,471,974,929,847
664,377,299,851,761,282,561,925,35,991
484,651,963,798,843,403,439,404,928,390
795,846,705,447,131,741,861,467,233,392
466,436,605,972,917,719,694,114,753,549
380,246,178,964,989,678,712,673,348,710
745,483,9,552,703,58,949,984,218,662
955,756,706,383,467,283,471,796,669,608
794,720,228,457,694,766,805,263,930,701
592,569,504,654,902,461,85,108,215,871
442,665,435,953,744,952,38,166,417,469
32,936,526,535,724,383,70,618,227,295
613,18,163,209,451,691,386,422,730,965
8,436,390,734,773,226,23,143,787,445
353,824,674,178,391,775,936,985,197,726
48,416,304,57,956,68,791,107,472,327
714,151,723,255,82,981,387,295,227,618
27,184,759,498,188,224,5,389,884,301
760,399,838,285,693,292,544,663,688,622
890,937,210,663,817,347,485,311,759,818
190,483,897,563,304,651,340,584,950,717
217,30,684,470,272,413,263,84,386,463
607,579,948,290,319,788,481,815,190,434
143,744,424,83,429,319,610,711,568,422
331,784,458,549,360,428,507,359,507,582
5,552,670,867,239,950,968,403,963,928
985,937,599,734,513,788,39,65,373,506
29,449,327,889,828,768,912,654,499,300
417,808,771,108,743,752,922,662,241,603
620,907,461,136,836,927,686,67,669,692
134,822,746,235,940,750,24,598,523,957
132,727,228,479,995,732,607,858,904,716
663,954,26,427,926,761,52,749,701,241
73,24,290,284,372,468,964,121,978,649
297,744,861,62,102,854,27,912,124,336
693,226,473,117,323,754,534,742,372,117
450,320,310,253,385,35,721,188,120,854
714,70,755,403,352,165,764,129,657,140
135,504,63,327,849,34,490,808,754,518
250,199,408,699,736,149,681,356,693,99
611,262,739,932,386,918,113,94,257,393
398,275,403,405,345,57,720,77,913,703
303,82,699,112,407,154,420,781,165,394
472,459,178,483,657,280,61,59,215,654
630,180,719,628,899,907,347,983,517,122
502,659,622,255,29,726,562,426,637,498
370,481,799,362,897,635,1,737,637,805
99,35,184,369,125,398,96,346,878,883
74,316,664,588,107,429,230,969,419,983
44,698,19,377,464,22,974,768,505,411
23,985,701,633,276,204,41,542,347,721
606,922,229,252,409,149,914,7,754,19
672,504,952,351,893,791,91,52,238,459
701,908,562,625,434,806,959,677,281,561
637,285,173,505,903,116,212,99,402,384
226,280,287,472,370,241,655,748,279,596
945,429,742,567,337,154,341,426,162,323
518,867,796,376,799,140,102,236,211,25
843,762,186,279,836,750,445,1,874,550
520,279,347,82,957,82,556,966,857,869
109,228,744,912,231,31,287,744,240,84
775,698,517,416,500,275,227,715,303,379
420,177,680,5,162,971,728,624,715,638
668,57,632,199,857,127,512,593,459,1
24,221,529,863,217,783,110,289,594,306
741,84,824,896,419,262,471,289,214,543
13,737,947,649,554,100,462,650,779,476
324,659,709,815,454,665,266,455,573,215
628,736,439,259,670,184,820,269,201,211
413,1000,847,666,374,572,655,224,115,720
52,306,969,617,33,984,272,294,859,27
30,677,86,307,104,673,140,591,828,365
115,696,306,839,145,292,35,530,320,648
10,247,3,978,848,496,665,37,387,542
787,571,143,628,7,888,104,323,871,119
270,869,620,913,722,279,82,491,365,313
450,826,755,704,333,859,857,337,795,354
390,477,710,240,920,757,930,146,493,336
401,951,156,661,796,539,71,354,409,441
106,641,906,607,203,874,33,417,17,986
306,739,497,73,777,515,410,886,912,283
471,571,415,288,708,197,197,814,284,974
722,671,318,125,110,855,855,705,104,322
174,559,914,770,288,78,953,684,583,592
429,810,162,841,955,595,661,132,819,432
92,714,798,156,571,152,372,299,773,451
116,658,572,600,288,227,801,410,837,827
610,414,29,807,441,59,555,265,13,817
271,905,749,923,646,440,764,127,465,57
679,446,975,898,412,942,143,316,840,663
497,82,724,465,909,347,760,919,604,125
995,147,578,513,657,778,229,345,895,313
933,441,28,123,687,436,554,863,610,343
13,458,326,150,721,660,741,512,68,293
180,970,918,798,653,364,498,629,595,67
556,646,249,588,278,707,905,321,222,713
104,625,129,302,874,251,48,227,999,994
882,245,644,614,105,481,193,621,776,94
22,836,824,909,731,239,131,527,125,780
998,159,619,388,94,612,775,83,963,476
880,165,922,261,365,284,503,265,630,256
740,139,779,620,272,213,93,11,327,270
738,509,611,512,363,992,300,13,694,612
647,38,774,425,448,426,480,241,115,819
86,421,374,210,965,945,986,321,169,509
14,382,808,439,45,109,994,634,749,870
549,512,986,480,902,673,86,949,875,920
558,658,414,163,920,770,483,325,193,170
941,629,808,604,715,489,430,353,183,209
968,268,197,327,362,438,554,180,238,801
85,222,598,287,689,944,393,339,899,804
521,433,427,655,521,119,381,541,78,324
244,984,74,393,631,748,883,204,731,523
181,403,460,314,829,65,51,756,855,791
163,20,269,683,348,293,353,683,810,210
754,298,504,866,514,124,774,612,268,401
683,550,66,723,756,671,129,704,674,322
832,302,736,698,765,766,575,948,480,935
961,143,680,812,420,265,368,523,875,709
570,388,652,983,991,624,838,391,561,740
535,79,354,868,157,484,133,132,732,1000
197,856,380,962,715,685,307,900,482,253
189,829,27,727,370,119,628,325,398,848
797,561,951,197,993,962,271,366,863,177
228,263,582,613,710,436,805,528,768,710
227,651,333,170,361,870,888,776,727,294
23,872,579,63,275,201,128,207,463,41
844,868,434,927,452,549,629,863,304,24
747,589,439,96,433,333,422,855,263,633
712,835,860,955,918,496,27,581,600,850
971,574,518,657,335,152,889,889,959,605
968,563,340,670,714,122,840,66,800,556
471,219,94,316,846,389,395,575,165,182
807,574,154,309,42,187,603,82,712,273
253,471,750,698,227,290,247,134,913,405
19,374,904,199,29,530,169,878,906,814
977,867,72,787,980,566,858,907,309,173
725,464,65,853,877,865,754,442,817,992
425,124,72,675,819,709,179,724,463,603
293,977,28,317,597,34,913,26,652,333
597,418,745,897,865,653,383,534,380,940
928,534,369,771,565,631,168,292,429,614
377,165,548,920,419,552,822,678,928,295
365,567,720,780,510,604,965,114,384,593
816,354,424,313,402,123,419,988,312,567
207,641,839,931,826,469,508,675,634,518
549,298,159,646,804,580,212,470,454,745
878,411,412,162,197,298,398,86,662,266
464,79,774,747,996,697,429,627,389,717
147,131,309,150,530,150,819,379,398,823
577,549,822,176,997,102,782,412,8,183
317,283,636,106,732,371,907,934,773,150
469,965,738,448,652,458,744,778,742,861
588,92,879,92,538,188,598,611,527,530
21,69,733,152,256,31,951,160,145,21
649,443,687,67,128,628,87,483,975,702
371,712,289,713,299,682,91,481,691,58
373,149,259,871,347,446,274,669,870,15
480,770,155,586,581,50,262,696,352,426
697,47,497,396,200,906,30,751,826,187
259,640,461,769,415,213,37,35,980,577
883,823,122,720,848,792,288,729,947,898
246,326,128,229,931,761,306,244,532,305
196,456,798,272,807,448,409,919,440,984
490,102,875,965,222,684,818,391,768,867
470,334,172,115,726,130,789,855,713,579
911,222,657,92,847,307,105,959,540,473
796,88,942,666,531,456,593,301,194,961
625,411,609,306,356,504,541,638,965,259
651,606,816,180,649,641,956,278,755,903
844,551,782,665,182,783,94,44,838,123
286,134,867,916,445,388,347,221,252,976
924,913,514,768,306,480,365,586,370,835
546,846,804,898,478,963,431,609,217,40
329,928,87,261,446,981,900,844,906,99
895,331,284,455,666,360,638,372,399,437
511,283,40,836,957,788,834,445,141,32
403,136,62,753,116,190,956,800,823,550
919,322,546,586,460,494,196,537,458,605
194,106,170,90,209,630,564,689,8,764
693,354,125,591,886,506,18,507,482,49
689,442,319,214,825,505,208,102,904,260
60,928,121,863,533,62,208,678,812,858
886,128,637,216,872,786,260,498,22,904
973,11,232,785,548,908,48,47,551,88
337,785,207,66,41,474,89,888,421,451
358,508,995,40,145,463,904,723,415,949
256,939,603,322,70,162,392,887,810,773
102,343,503,846,802,201,80,426,831,629
869,412,937,906,522,519,750,594,914,833
55,731,993,692,287,40,535,443,738,980
504,377,355,635,990,845,881,34,45,407
213,814,735,131,82,964,643,783,194,367
731,661,56,50,502,1,674,759,455,555
335,851,6,8,169,382,269,495,282,210
638,916,897,396,794,120,132,764,321,97
6,782,583,144,456,602,758,578,189,334
121,225,601,406,504,210,802,235,42,212
703,804,247,568,252,774,217,555,652,992
375,474,277,557,412,353,683,743,358,675
739,587,525,882,765,153,543,586,479,763
619,999,583,612,685,881,591,392,458,515
857,405,314,692,502,70,797,274,505,121
43,480,476,219,208,89,183,127,212,330
403,52,616,312,138,654,295,66,622,286
624,114,37,66,86,342,258,971,364,320
990,308,114,334,426,118,386,303,331,221
90,260,767,63,539,831,790,213,909,416
855,260,394,145,349,223,854,199,442,415
822,957,435,350,231,567,7,207,919,95
217,135,349,188,409,595,963,758,808,326
402,104,344,614,792,173,994,681,474,413
281,47,382,410,491,765,177,512,292,958
414,172,477,692,111,134,114,73,516,267
102,503,797,339,167,270,160,834,325,318
853,928,408,149,631,44,874,840,834,486
387,740,17,856,497,504,907,563,57,108
791,150,878,44,722,358,821,980,140,775
374,852,663,927,579,401,910,182,781,464
31,790,441,470,559,234,852,61,706,538
411,727,839,325,908,29,996,908,235,942
753,458,165,58,841,462,40,995,221,830
952,17,119,368,952,812,675,543,989,290
9,68,980,404,590,514,986,751,674,109
137,369,684,945,386,148,939,296,79,903
199,521,545,57,783,388,6,572,436,721
109,700,720,902,485,654,256,658,820,534
122,250,18,782,974,90,346,36,638,417
518,20,639,898,288,519,682,819,698,7
174,772,399,17,619,740,687,726,515,119
457,171,547,840,669,848,819,15,816,174
600,11,700,863,801,52,32,680,99,34
888,830,602,454,423,122,577,334,132,302
423,646,821,883,382,183,889,300,178,128
962,570,391,738,924,139,558,783,438,46
265,149,214,467,191,82,289,348,963,401
851,713,306,399,410,809,773,978,408,323
275,281,325,873,550,811,597,436,201,931
376,243,256,730,646,127,270,238,896,510
333,474,53,26,897,707,675,479,459,491
958,539,402,220,503,643,631,82,457,752
778,954,233,576,308,558,486,331,980,329
660,652,931,683,272,264,740,968,914,99
725,313,187,799,499,110,216,603,344,585
358,520,530,204,910,168,588,608,973,235
186,875,303,639,25,23,344,850,25,566
192,125,592,266,442,943,501,573,246,371
725,273,65,283,680,50,908,761,921,629
944,209,273,264,537,564,822,724,88,280
667,192,575,943,563,397,252,205,550,805
652,947,80,263,733,338,239,837,453,45
236,813,14,300,348,668,202,785,998,468
204,362,474,952,179,893,263,830,147,253
451,740,866,56,297,107,153,864,543,996
172,175,476,748,86,207,686,876,763,400
723,113,228,800,821,196,77,886,854,514
608,68,108,197,621,766,305,78,576,756
12,748,216,776,120,229,62,722,86,370
931,410,52,343,823,90,814,116,712,725
621,523,210,35,577,380,203,693,309,846
279,23,984,718,310,629,157,495,759,197
555,196,845,560,999,628,769,835,379,100
443,314,204,676,617,531,378,344,308,824
731,711,126,287,92,266,647,769,226,865
469,453,586,950,250,241,679,562,940,445
975,510,894,546,371,16,831,17,481,576
901,930,133,763,176,769,923,39,872,193
453,146,470,690,318,428,984,626,34,139
233,206,31,490,268,302,83,724,679,798
971,651,732,661,56,226,787,313,642,22
537,3,996,478,80,924,714,208,326,979
282,132,878,720,21,625,610,200,740,402
670,524,292,248,963,337,526,427,926,413
538,493,962,113,512,885,361,813,210,368
256,654,343,82,581,330,827,775,53,128
583,504,295,986,131,12,579,406,872,216
32,143,113,887,706,1000,965,20,986,523
226,431,763,245,624,773,398,877,114,990
551,790,36,483,184,190,296,394,962,522
997,714,109,968,641,847,159,868,875,443
378,382,70,971,137,216,642,51,912,603
674,714,378,358,508,27,332,468,976,543
223,934,82,737,751,898,905,488,258,448
546,623,792,591,272,39,737,451,864,210
882,336,353,285,10,270,531,363,167,863
393,150,143,841,221,660,712,873,644,651
377,795,451,923,789,780,199,757,192,609
894,408,987,887,369,608,886,903,409,90
369,32,575,109,937,287,861,69,956,151
974,925,856,814,567,430,179,208,303,337
186,40,620,241,996,503,897,28,853,170
148,205,139,441,582,703,470,214,355,461
979,174,678,125,15,278,195,122,235,278
860,137,607,314,659,484,328,398,19,9
210,46,85,663,539,843,932,135,396,854
663,282,703,168,502,88,546,175,126,498
556,737,458,554,562,590,993,298,640,253
349,157,683,19,593,281,681,469,767,846
820,284,576,312,586,656,28,648,226,11
656,845,678,764,837,607,670,63,106,409
394,189,796,393,217,718,724,637,593,650
906,784,25,922,120,495,186,266,48,442
391,434,785,36,829,429,111,489,71,848
742,138,583,207,858,216,691,85,78,659
109,957,130,121,963,641,718,565,613,173
617,315,875,995,441,652,337,991,835,549
151,795,669,982,168,10,152,890,721,354
729,534,849,846,100,744,968,331,958,751
489,6,16,528,969,147,142,599,409,977
708,565,520,610,121,767,878,826,256,871
20,811,789,329,870,408,497,449,507,644
317,337,599,417,542,881,804,470,928,385
417,306,350,32,49,351,741,292,875,69
60,788,79,299,716,142,793,540,762,340
78,212,986,723,791,675,687,445,692,154
864,114,789,814,36,143,991,241,698,271
759,569,851,151,202,381,190,646,177,218
162,130,193,169,595,648,422,108,446,730
201,192,509,783,251,747,278,623,775,751
538,418,163,554,906,962,869,281,353,329
362,908,249,645,934,980,24,170,676,923
751,668,306,66,963,830,886,819,595,139
693,319,755,116,371,636,684,687,326,877
863,927,495,537,602,865,331,49,684,997
988,607,732,345,227,507,960,957,550,713
556,66,426,763,72,835,437,920,136,167
145,567,797,302,171,981,381,826,196,657
734,89,583,138,391,849,519,548,887,486
157,473,664,19,123,703,233,333,253,865
927,853,5,993,724,889,469,826,190,301
661,367,134,693,102,994,286,153,13,647
510,237,91,298,152,770,541,280,699,406
131,292,36,33,414,261,279,639,280,543
835,767,562,186,697,404,636,106,435,616
298,720,922,917,347,605,751,798,473,667
811,790,622,327,497,368,179,82,89,401
904,650,371,723,7,210,963,161,793,46
630,334,599,99,394,359,396,755,48,401
461,857,11,337,727,152,127,987,378,373
126,456,818,736,921,440,41,775,955,643
68,196,280,460,627,971,444,909,23,545
136,702,532,877,717,144,727,455,421,250
58,729,341,210,923,604,775,862,183,663
214,694,352,962,631,216,395,144,73,987
367,734,251,753,943,954,192,512,178,22
198,854,889,209,661,541,453,418,846,146
562,322,10,922,62,204,842,763,346,991
609,528,388,722,705,480,978,318,1000,617
714,246,94,943,902,686,549,909,948,468
339,534,669,251,128,503,201,672,810,287
694,545,756,514,858,819,956,640,358,280
998,237,734,371,798,856,234,799,936,869
202,860,435,306,366,344,804,275,746,685
173,962,171,710,782,329,279,60,322,165
894,117,328,794,449,266,992,688,770,464
432,442,296,942,464,41,74,932,496,716
559,356,968,486,193,790,755,189,473,566
780,444,738,530,602,303,881,293,188,661
31,176,570,453,570,193,500,223,763,100
580,250,871,486,915,771,402,528,290,784
139,569,173,481,209,879,289,75,639,104
454,486,821,140,209,332,633,45,557,312
653,171,969,275,134,992,722,712,269,721
256,545,21,124,540,905,145,714,135,704
335,39,832,309,807,510,882,922,568,959
746,352,436,511,953,560,621,974,972,268
32,987,36,107,189,863,436,304,33,914
600,396,777,330,556,805,395,689,682,820
407,123,127,626,479,216,872,365,876,578
527,273,805,767,21,987,698,617,134,806
116,761,683,710,606,824,343,41,289,562
903,28,302,525,847,91,338,720,951,876
273,331,242,865,800,290,323,926,12,356
81,905,838,13,110,828,34,435,266,781
24,635,658,204,171,435,771,126,932,523
960,377,724,221,693,737,56,579,496,218
55,775,962,401,771,466,656,602,928,649
213,526,943,373,782,41,186,190,647,379
932,567,253,350,289,621,856,846,955,752
211,958,21,858,442,873,804,81,864,195
31,741,388,979,88,320,353,15,638,471
38,960,893,765,350,14,739,42,34,274
191,90,580,582,785,901,565,822,591,232
748,811,706,221,949,798,248,91,364,262
209,776,405,255,960,606,572,190,405,292
401,630,97,812,820,808,85,684,393,522
279,873,666,519,108,175,967,691,645,379
87,413,323,421,173,556,158,732,269,177
838,311,501,302,683,275,67,250,263,134
398,550,262,890,695,376,884,224,109,595
154,60,844,749,897,666,210,117,358,206
715,170,17,875,326,542,960,981,742,211
405,474,281,736,452,932,703,411,77,268
417,685,285,655,423,946,976,727,62,652
100,914,96,806,467,942,989,696,381,411
269,877,679,476,746,416,193,633,127,844
392,888,500,907,556,477,801,513,579,147
145,22,582,977,674,352,624,892,836,318
369,546,1000,491,918,139,865,295,943,115
413,67,970,544,365,407,926,19,536,739
575,35,213,168,127,272,418,898,908,430
872,388,513,892,230,67,901,32,870,257
951,985,12,78,224,486,462,887,986,177
251,642,542,296,53,556,530,785,942,498
354,103,751,201,930,805,700,648,827,951
764,968,970,934,921,784,35,439,603,850
376,596,779,205,652,640,114,807,740,479
958,193,486,686,515,254,499,660,36,788
11,595,284,385,498,310,983,803,546,410
